organism,contig,position
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000047,4076079
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000154,4106008
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000155,4111444
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000152,4116819
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000153,4122432
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000134,4127950
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000135,4135625
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000136,4143208
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000137,4150652
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000130,4158025
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000131,4165819
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000132,4173527
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000133,4181222
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000138,4188930
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000139,4196052
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000040,4202940
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000041,4239946
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000042,4276126
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000043,4312106
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000044,4347796
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000045,4381203
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000141,4412691
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000140,4419368
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000143,4426099
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000142,4432740
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000145,4439401
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000144,4445775
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000147,4452194
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000146,4458292
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000149,4464602
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000148,4470420
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000158,4476467
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000159,4481635
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000100,4486695
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000193,4501002
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000194,4502633
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000195,4504227
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000198,4505749
1121115.PRJNA195783,1121115.PRJNA195783.AXVN01000199,4507238
1122217.PRJNA182392,1122217.PRJNA182392.KB899627,0
1122217.PRJNA182392,1122217.PRJNA182392.KB899626,3637
1122217.PRJNA182392,1122217.PRJNA182392.KB899621,8353
1122217.PRJNA182392,1122217.PRJNA182392.KB899620,14517
1122217.PRJNA182392,1122217.PRJNA182392.KB899623,21441
1122217.PRJNA182392,1122217.PRJNA182392.KB899622,26807
1122217.PRJNA182392,1122217.PRJNA182392.KB899629,32481
1122217.PRJNA182392,1122217.PRJNA182392.KB899628,34992
1122217.PRJNA182392,1122217.PRJNA182392.KB899605,37664
1122217.PRJNA182392,1122217.PRJNA182392.KB899630,52761
1122217.PRJNA182392,1122217.PRJNA182392.KB899634,54926
1122217.PRJNA182392,1122217.PRJNA182392.KB899609,56449
1122217.PRJNA182392,1122217.PRJNA182392.KB899608,68773
1122217.PRJNA182392,1122217.PRJNA182392.KB899607,81412
1122217.PRJNA182392,1122217.PRJNA182392.KB899604,95287
1122217.PRJNA182392,1122217.PRJNA182392.KB899625,110926
1122217.PRJNA182392,1122217.PRJNA182392.KB899624,115806
1122217.PRJNA182392,1122217.PRJNA182392.KB899571,121164
1122217.PRJNA182392,1122217.PRJNA182392.KB899573,221850
1122217.PRJNA182392,1122217.PRJNA182392.KB899576,315484
1122217.PRJNA182392,1122217.PRJNA182392.KB899618,393566
1122217.PRJNA182392,1122217.PRJNA182392.KB899614,401689
1122217.PRJNA182392,1122217.PRJNA182392.KB899615,411937
1122217.PRJNA182392,1122217.PRJNA182392.KB899616,421903
1122217.PRJNA182392,1122217.PRJNA182392.KB899617,431661
1122217.PRJNA182392,1122217.PRJNA182392.KB899610,440664
1122217.PRJNA182392,1122217.PRJNA182392.KB899611,452911
1122217.PRJNA182392,1122217.PRJNA182392.KB899612,465082
1122217.PRJNA182392,1122217.PRJNA182392.KB899613,477164
1122217.PRJNA182392,1122217.PRJNA182392.KB899606,488916
1122217.PRJNA182392,1122217.PRJNA182392.KB899603,503321
1122217.PRJNA182392,1122217.PRJNA182392.KB899602,519445
1122217.PRJNA182392,1122217.PRJNA182392.KB899601,536394
1122217.PRJNA182392,1122217.PRJNA182392.KB899600,556102
1122217.PRJNA182392,1122217.PRJNA182392.KB899633,576246
1122217.PRJNA182392,1122217.PRJNA182392.KB899635,577937
1122217.PRJNA182392,1122217.PRJNA182392.KB899570,579416
1122217.PRJNA182392,1122217.PRJNA182392.KB899572,681460
1122217.PRJNA182392,1122217.PRJNA182392.KB899575,780164
1122217.PRJNA182392,1122217.PRJNA182392.KB899574,865882
1122217.PRJNA182392,1122217.PRJNA182392.KB899577,955351
1122217.PRJNA182392,1122217.PRJNA182392.KB899579,1020989
1122217.PRJNA182392,1122217.PRJNA182392.KB899578,1081357
1122217.PRJNA182392,1122217.PRJNA182392.KB899566,1145475
1122217.PRJNA182392,1122217.PRJNA182392.KB899567,1331570
1122217.PRJNA182392,1122217.PRJNA182392.KB899568,1456227
1122217.PRJNA182392,1122217.PRJNA182392.KB899569,1576333
1122217.PRJNA182392,1122217.PRJNA182392.KB899599,1683577
1122217.PRJNA182392,1122217.PRJNA182392.KB899598,1703760
1122217.PRJNA182392,1122217.PRJNA182392.KB899597,1724163
1122217.PRJNA182392,1122217.PRJNA182392.KB899596,1745043
1122217.PRJNA182392,1122217.PRJNA182392.KB899595,1766588
1122217.PRJNA182392,1122217.PRJNA182392.KB899594,1788061
1122217.PRJNA182392,1122217.PRJNA182392.KB899593,1810020
1122217.PRJNA182392,1122217.PRJNA182392.KB899592,1833608
1122217.PRJNA182392,1122217.PRJNA182392.KB899591,1858555
1122217.PRJNA182392,1122217.PRJNA182392.KB899590,1884621
1122217.PRJNA182392,1122217.PRJNA182392.KB899588,1913155
1122217.PRJNA182392,1122217.PRJNA182392.KB899589,1942595
1122217.PRJNA182392,1122217.PRJNA182392.KB899584,1971484
1122217.PRJNA182392,1122217.PRJNA182392.KB899585,2013430
1122217.PRJNA182392,1122217.PRJNA182392.KB899586,2050599
1122217.PRJNA182392,1122217.PRJNA182392.KB899587,2086612
1122217.PRJNA182392,1122217.PRJNA182392.KB899580,2118693
1122217.PRJNA182392,1122217.PRJNA182392.KB899581,2175959
1122217.PRJNA182392,1122217.PRJNA182392.KB899582,2224963
1122217.PRJNA182392,1122217.PRJNA182392.KB899583,2273082
1122217.PRJNA182392,1122217.PRJNA182392.KB899632,2318538
1122217.PRJNA182392,1122217.PRJNA182392.KB899631,2320451
1122217.PRJNA182392,1122217.PRJNA182392.KB899619,2322428
1160721.PRJEA88543,1160721.PRJEA88543.HF545616,0
1160721.PRJEA88543,1160721.PRJEA88543.HF545617,2240877
1203554.PRJNA169488,1203554.PRJNA169488.KE150481,0
1203554.PRJNA169488,1203554.PRJNA169488.KE150480,330639
1203554.PRJNA169488,1203554.PRJNA169488.KE150482,2758600
1262914.PRJEB757,1262914.PRJEB757.CBDS010000042,0
1262914.PRJEB757,1262914.PRJEB757.CBDS010000041,14120
1262914.PRJEB757,1262914.PRJEB757.CBDS010000043,71003
1262914.PRJEB757,1262914.PRJEB757.CBDS010000040,85410
1262914.PRJEB757,1262914.PRJEB757.CBDS010000046,92806
1262914.PRJEB757,1262914.PRJEB757.CBDS010000047,93749
1262914.PRJEB757,1262914.PRJEB757.CBDS010000044,94028
1262914.PRJEB757,1262914.PRJEB757.CBDS010000045,156564
1262914.PRJEB757,1262914.PRJEB757.CBDS010000048,160287
1262914.PRJEB757,1262914.PRJEB757.CBDS010000049,160789
1262914.PRJEB757,1262914.PRJEB757.CBDS010000085,162125
1262914.PRJEB757,1262914.PRJEB757.CBDS010000082,162992
1262914.PRJEB757,1262914.PRJEB757.CBDS010000083,165521
1262914.PRJEB757,1262914.PRJEB757.CBDS010000088,169319
1262914.PRJEB757,1262914.PRJEB757.CBDS010000089,173182
1262914.PRJEB757,1262914.PRJEB757.CBDS010000103,174518
1262914.PRJEB757,1262914.PRJEB757.CBDS010000101,190405
1262914.PRJEB757,1262914.PRJEB757.CBDS010000100,216841
1262914.PRJEB757,1262914.PRJEB757.CBDS010000012,304872
1262914.PRJEB757,1262914.PRJEB757.CBDS010000055,346745
1262914.PRJEB757,1262914.PRJEB757.CBDS010000054,361600
1262914.PRJEB757,1262914.PRJEB757.CBDS010000019,380762
1262914.PRJEB757,1262914.PRJEB757.CBDS010000018,382881
1262914.PRJEB757,1262914.PRJEB757.CBDS010000015,384600
1262914.PRJEB757,1262914.PRJEB757.CBDS010000014,402552
1262914.PRJEB757,1262914.PRJEB757.CBDS010000017,413852
1262914.PRJEB757,1262914.PRJEB757.CBDS010000016,430930
1262914.PRJEB757,1262914.PRJEB757.CBDS010000011,431774
1262914.PRJEB757,1262914.PRJEB757.CBDS010000010,448475
1262914.PRJEB757,1262914.PRJEB757.CBDS010000013,469616
1262914.PRJEB757,1262914.PRJEB757.CBDS010000008,475686
1262914.PRJEB757,1262914.PRJEB757.CBDS010000009,476543
1262914.PRJEB757,1262914.PRJEB757.CBDS010000006,477083
1262914.PRJEB757,1262914.PRJEB757.CBDS010000007,480603
1262914.PRJEB757,1262914.PRJEB757.CBDS010000004,504043
1262914.PRJEB757,1262914.PRJEB757.CBDS010000005,515998
1262914.PRJEB757,1262914.PRJEB757.CBDS010000002,618366
1262914.PRJEB757,1262914.PRJEB757.CBDS010000003,636254
1262914.PRJEB757,1262914.PRJEB757.CBDS010000000,681548
1262914.PRJEB757,1262914.PRJEB757.CBDS010000001,681651
1262914.PRJEB757,1262914.PRJEB757.CBDS010000028,682433
1262914.PRJEB757,1262914.PRJEB757.CBDS010000029,754666
1262914.PRJEB757,1262914.PRJEB757.CBDS010000020,801744
1262914.PRJEB757,1262914.PRJEB757.CBDS010000021,826999
1262914.PRJEB757,1262914.PRJEB757.CBDS010000022,829300
1262914.PRJEB757,1262914.PRJEB757.CBDS010000023,829853
1262914.PRJEB757,1262914.PRJEB757.CBDS010000024,861119
1262914.PRJEB757,1262914.PRJEB757.CBDS010000025,861343
1262914.PRJEB757,1262914.PRJEB757.CBDS010000026,863492
1262914.PRJEB757,1262914.PRJEB757.CBDS010000102,872550
1262914.PRJEB757,1262914.PRJEB757.CBDS010000097,989304
1262914.PRJEB757,1262914.PRJEB757.CBDS010000093,989980
1262914.PRJEB757,1262914.PRJEB757.CBDS010000098,1031889
1262914.PRJEB757,1262914.PRJEB757.CBDS010000095,1033058
1262914.PRJEB757,1262914.PRJEB757.CBDS010000094,1033848
1262914.PRJEB757,1262914.PRJEB757.CBDS010000096,1034083
1262914.PRJEB757,1262914.PRJEB757.CBDS010000091,1034325
1262914.PRJEB757,1262914.PRJEB757.CBDS010000090,1034595
1262914.PRJEB757,1262914.PRJEB757.CBDS010000092,1035532
1262914.PRJEB757,1262914.PRJEB757.CBDS010000099,1035914
1262914.PRJEB757,1262914.PRJEB757.CBDS010000070,1142825
1262914.PRJEB757,1262914.PRJEB757.CBDS010000076,1143616
1262914.PRJEB757,1262914.PRJEB757.CBDS010000086,1152947
1262914.PRJEB757,1262914.PRJEB757.CBDS010000087,1154297
1262914.PRJEB757,1262914.PRJEB757.CBDS010000084,1510597
1262914.PRJEB757,1262914.PRJEB757.CBDS010000080,1511961
1262914.PRJEB757,1262914.PRJEB757.CBDS010000081,1519571
1262914.PRJEB757,1262914.PRJEB757.CBDS010000079,1534456
1262914.PRJEB757,1262914.PRJEB757.CBDS010000078,1597266
1262914.PRJEB757,1262914.PRJEB757.CBDS010000073,1636170
1262914.PRJEB757,1262914.PRJEB757.CBDS010000072,1722294
1262914.PRJEB757,1262914.PRJEB757.CBDS010000071,1729770
1262914.PRJEB757,1262914.PRJEB757.CBDS010000077,1749417
1262914.PRJEB757,1262914.PRJEB757.CBDS010000075,1759629
1262914.PRJEB757,1262914.PRJEB757.CBDS010000074,1791621
1262914.PRJEB757,1262914.PRJEB757.CBDS010000051,1807545
1262914.PRJEB757,1262914.PRJEB757.CBDS010000050,1808127
1262914.PRJEB757,1262914.PRJEB757.CBDS010000053,1808798
1262914.PRJEB757,1262914.PRJEB757.CBDS010000052,1829654
1262914.PRJEB757,1262914.PRJEB757.CBDS010000057,1880978
1262914.PRJEB757,1262914.PRJEB757.CBDS010000056,1906714
1262914.PRJEB757,1262914.PRJEB757.CBDS010000027,1960561
1262914.PRJEB757,1262914.PRJEB757.CBDS010000068,1972311
1262914.PRJEB757,1262914.PRJEB757.CBDS010000069,2003134
1262914.PRJEB757,1262914.PRJEB757.CBDS010000064,2087072
1262914.PRJEB757,1262914.PRJEB757.CBDS010000065,2113469
1262914.PRJEB757,1262914.PRJEB757.CBDS010000066,2114370
1262914.PRJEB757,1262914.PRJEB757.CBDS010000067,2117420
1262914.PRJEB757,1262914.PRJEB757.CBDS010000060,2120529
1262914.PRJEB757,1262914.PRJEB757.CBDS010000061,2177814
1262914.PRJEB757,1262914.PRJEB757.CBDS010000062,2178466
1262914.PRJEB757,1262914.PRJEB757.CBDS010000063,2180836
1262914.PRJEB757,1262914.PRJEB757.CBDS010000037,2181942
1262914.PRJEB757,1262914.PRJEB757.CBDS010000036,2234043
1262914.PRJEB757,1262914.PRJEB757.CBDS010000035,2239841
1262914.PRJEB757,1262914.PRJEB757.CBDS010000034,2240375
1262914.PRJEB757,1262914.PRJEB757.CBDS010000033,2241546
1262914.PRJEB757,1262914.PRJEB757.CBDS010000032,2272369
1262914.PRJEB757,1262914.PRJEB757.CBDS010000031,2295460
1262914.PRJEB757,1262914.PRJEB757.CBDS010000030,2310707
1262914.PRJEB757,1262914.PRJEB757.CBDS010000039,2321015
1262914.PRJEB757,1262914.PRJEB757.CBDS010000038,2363738
1262914.PRJEB757,1262914.PRJEB757.CBDS010000059,2366440
1262914.PRJEB757,1262914.PRJEB757.CBDS010000058,2366831
1262915.PRJEB798,1262915.PRJEB798.CBDN010000034,0
1262915.PRJEB798,1262915.PRJEB798.CBDN010000035,3279
1262915.PRJEB798,1262915.PRJEB798.CBDN010000036,4191
1262915.PRJEB798,1262915.PRJEB798.CBDN010000037,16197
1262915.PRJEB798,1262915.PRJEB798.CBDN010000030,32199
1262915.PRJEB798,1262915.PRJEB798.CBDN010000031,53167
1262915.PRJEB798,1262915.PRJEB798.CBDN010000032,88878
1262915.PRJEB798,1262915.PRJEB798.CBDN010000033,107641
1262915.PRJEB798,1262915.PRJEB798.CBDN010000038,110057
1262915.PRJEB798,1262915.PRJEB798.CBDN010000039,121173
1262915.PRJEB798,1262915.PRJEB798.CBDN010000100,134775
1262915.PRJEB798,1262915.PRJEB798.CBDN010000101,164741
1262915.PRJEB798,1262915.PRJEB798.CBDN010000102,169795
1262915.PRJEB798,1262915.PRJEB798.CBDN010000103,204689
1262915.PRJEB798,1262915.PRJEB798.CBDN010000104,206180
1262915.PRJEB798,1262915.PRJEB798.CBDN010000105,208937
1262915.PRJEB798,1262915.PRJEB798.CBDN010000106,214917
1262915.PRJEB798,1262915.PRJEB798.CBDN010000107,217229
1262915.PRJEB798,1262915.PRJEB798.CBDN010000108,226687
1262915.PRJEB798,1262915.PRJEB798.CBDN010000109,249932
1262915.PRJEB798,1262915.PRJEB798.CBDN010000162,271815
1262915.PRJEB798,1262915.PRJEB798.CBDN010000161,275564
1262915.PRJEB798,1262915.PRJEB798.CBDN010000166,283514
1262915.PRJEB798,1262915.PRJEB798.CBDN010000167,290808
1262915.PRJEB798,1262915.PRJEB798.CBDN010000164,295572
1262915.PRJEB798,1262915.PRJEB798.CBDN010000165,297959
1262915.PRJEB798,1262915.PRJEB798.CBDN010000195,310369
1262915.PRJEB798,1262915.PRJEB798.CBDN010000009,313943
1262915.PRJEB798,1262915.PRJEB798.CBDN010000001,327073
1262915.PRJEB798,1262915.PRJEB798.CBDN010000000,331476
1262915.PRJEB798,1262915.PRJEB798.CBDN010000003,331680
1262915.PRJEB798,1262915.PRJEB798.CBDN010000005,331834
1262915.PRJEB798,1262915.PRJEB798.CBDN010000004,340900
1262915.PRJEB798,1262915.PRJEB798.CBDN010000007,352171
1262915.PRJEB798,1262915.PRJEB798.CBDN010000006,355121
1262915.PRJEB798,1262915.PRJEB798.CBDN010000135,363999
1262915.PRJEB798,1262915.PRJEB798.CBDN010000134,371080
1262915.PRJEB798,1262915.PRJEB798.CBDN010000137,376637
1262915.PRJEB798,1262915.PRJEB798.CBDN010000136,384117
1262915.PRJEB798,1262915.PRJEB798.CBDN010000131,385074
1262915.PRJEB798,1262915.PRJEB798.CBDN010000130,388774
1262915.PRJEB798,1262915.PRJEB798.CBDN010000133,399610
1262915.PRJEB798,1262915.PRJEB798.CBDN010000132,411939
1262915.PRJEB798,1262915.PRJEB798.CBDN010000139,415391
1262915.PRJEB798,1262915.PRJEB798.CBDN010000138,426061
1262915.PRJEB798,1262915.PRJEB798.CBDN010000018,433760
1262915.PRJEB798,1262915.PRJEB798.CBDN010000019,447357
1262915.PRJEB798,1262915.PRJEB798.CBDN010000012,448329
1262915.PRJEB798,1262915.PRJEB798.CBDN010000013,453017
1262915.PRJEB798,1262915.PRJEB798.CBDN010000010,456491
1262915.PRJEB798,1262915.PRJEB798.CBDN010000011,458638
1262915.PRJEB798,1262915.PRJEB798.CBDN010000016,461835
1262915.PRJEB798,1262915.PRJEB798.CBDN010000017,465498
1262915.PRJEB798,1262915.PRJEB798.CBDN010000014,466087
1262915.PRJEB798,1262915.PRJEB798.CBDN010000015,509043
1262915.PRJEB798,1262915.PRJEB798.CBDN010000126,514679
1262915.PRJEB798,1262915.PRJEB798.CBDN010000127,516466
1262915.PRJEB798,1262915.PRJEB798.CBDN010000124,527112
1262915.PRJEB798,1262915.PRJEB798.CBDN010000125,527920
1262915.PRJEB798,1262915.PRJEB798.CBDN010000122,528577
1262915.PRJEB798,1262915.PRJEB798.CBDN010000123,567952
1262915.PRJEB798,1262915.PRJEB798.CBDN010000120,570256
1262915.PRJEB798,1262915.PRJEB798.CBDN010000121,610856
1262915.PRJEB798,1262915.PRJEB798.CBDN010000128,618148
1262915.PRJEB798,1262915.PRJEB798.CBDN010000129,619230
1262915.PRJEB798,1262915.PRJEB798.CBDN010000160,627192
1262915.PRJEB798,1262915.PRJEB798.CBDN010000069,628261
1262915.PRJEB798,1262915.PRJEB798.CBDN010000068,658157
1262915.PRJEB798,1262915.PRJEB798.CBDN010000067,660510
1262915.PRJEB798,1262915.PRJEB798.CBDN010000066,662814
1262915.PRJEB798,1262915.PRJEB798.CBDN010000065,668630
1262915.PRJEB798,1262915.PRJEB798.CBDN010000064,668764
1262915.PRJEB798,1262915.PRJEB798.CBDN010000063,669272
1262915.PRJEB798,1262915.PRJEB798.CBDN010000062,671269
1262915.PRJEB798,1262915.PRJEB798.CBDN010000061,672442
1262915.PRJEB798,1262915.PRJEB798.CBDN010000060,676220
1262915.PRJEB798,1262915.PRJEB798.CBDN010000153,679740
1262915.PRJEB798,1262915.PRJEB798.CBDN010000152,680739
1262915.PRJEB798,1262915.PRJEB798.CBDN010000151,682806
1262915.PRJEB798,1262915.PRJEB798.CBDN010000150,689222
1262915.PRJEB798,1262915.PRJEB798.CBDN010000157,689738
1262915.PRJEB798,1262915.PRJEB798.CBDN010000156,690562
1262915.PRJEB798,1262915.PRJEB798.CBDN010000155,691310
1262915.PRJEB798,1262915.PRJEB798.CBDN010000154,707077
1262915.PRJEB798,1262915.PRJEB798.CBDN010000070,710851
1262915.PRJEB798,1262915.PRJEB798.CBDN010000071,738627
1262915.PRJEB798,1262915.PRJEB798.CBDN010000072,744171
1262915.PRJEB798,1262915.PRJEB798.CBDN010000073,749694
1262915.PRJEB798,1262915.PRJEB798.CBDN010000074,767251
1262915.PRJEB798,1262915.PRJEB798.CBDN010000075,791413
1262915.PRJEB798,1262915.PRJEB798.CBDN010000076,808770
1262915.PRJEB798,1262915.PRJEB798.CBDN010000077,817260
1262915.PRJEB798,1262915.PRJEB798.CBDN010000078,907355
1262915.PRJEB798,1262915.PRJEB798.CBDN010000079,925380
1262915.PRJEB798,1262915.PRJEB798.CBDN010000056,925712
1262915.PRJEB798,1262915.PRJEB798.CBDN010000057,925962
1262915.PRJEB798,1262915.PRJEB798.CBDN010000054,928259
1262915.PRJEB798,1262915.PRJEB798.CBDN010000055,933311
1262915.PRJEB798,1262915.PRJEB798.CBDN010000050,962794
1262915.PRJEB798,1262915.PRJEB798.CBDN010000051,984530
1262915.PRJEB798,1262915.PRJEB798.CBDN010000045,1007519
1262915.PRJEB798,1262915.PRJEB798.CBDN010000047,1020683
1262915.PRJEB798,1262915.PRJEB798.CBDN010000046,1036100
1262915.PRJEB798,1262915.PRJEB798.CBDN010000041,1037403
1262915.PRJEB798,1262915.PRJEB798.CBDN010000040,1043497
1262915.PRJEB798,1262915.PRJEB798.CBDN010000043,1050377
1262915.PRJEB798,1262915.PRJEB798.CBDN010000042,1081799
1262915.PRJEB798,1262915.PRJEB798.CBDN010000049,1082520
1262915.PRJEB798,1262915.PRJEB798.CBDN010000048,1083096
1262915.PRJEB798,1262915.PRJEB798.CBDN010000183,1097906
1262915.PRJEB798,1262915.PRJEB798.CBDN010000186,1110934
1262915.PRJEB798,1262915.PRJEB798.CBDN010000187,1112577
1262915.PRJEB798,1262915.PRJEB798.CBDN010000170,1113553
1262915.PRJEB798,1262915.PRJEB798.CBDN010000172,1113753
1262915.PRJEB798,1262915.PRJEB798.CBDN010000175,1114309
1262915.PRJEB798,1262915.PRJEB798.CBDN010000174,1114913
1262915.PRJEB798,1262915.PRJEB798.CBDN010000177,1125156
1262915.PRJEB798,1262915.PRJEB798.CBDN010000176,1126180
1262915.PRJEB798,1262915.PRJEB798.CBDN010000159,1127899
1262915.PRJEB798,1262915.PRJEB798.CBDN010000158,1137756
1262915.PRJEB798,1262915.PRJEB798.CBDN010000052,1138939
1262915.PRJEB798,1262915.PRJEB798.CBDN010000053,1147465
1262915.PRJEB798,1262915.PRJEB798.CBDN010000058,1157541
1262915.PRJEB798,1262915.PRJEB798.CBDN010000059,1163464
1262915.PRJEB798,1262915.PRJEB798.CBDN010000116,1165560
1262915.PRJEB798,1262915.PRJEB798.CBDN010000115,1177026
1262915.PRJEB798,1262915.PRJEB798.CBDN010000114,1183004
1262915.PRJEB798,1262915.PRJEB798.CBDN010000180,1187199
1262915.PRJEB798,1262915.PRJEB798.CBDN010000181,1187436
1262915.PRJEB798,1262915.PRJEB798.CBDN010000008,1187696
1262915.PRJEB798,1262915.PRJEB798.CBDN010000002,1198866
1262915.PRJEB798,1262915.PRJEB798.CBDN010000144,1199066
1262915.PRJEB798,1262915.PRJEB798.CBDN010000145,1205389
1262915.PRJEB798,1262915.PRJEB798.CBDN010000140,1211345
1262915.PRJEB798,1262915.PRJEB798.CBDN010000141,1215523
1262915.PRJEB798,1262915.PRJEB798.CBDN010000142,1235343
1262915.PRJEB798,1262915.PRJEB798.CBDN010000143,1241069
1262915.PRJEB798,1262915.PRJEB798.CBDN010000197,1241341
1262915.PRJEB798,1262915.PRJEB798.CBDN010000196,1258655
1262915.PRJEB798,1262915.PRJEB798.CBDN010000194,1261529
1262915.PRJEB798,1262915.PRJEB798.CBDN010000193,1262276
1262915.PRJEB798,1262915.PRJEB798.CBDN010000192,1262919
1262915.PRJEB798,1262915.PRJEB798.CBDN010000191,1283507
1262915.PRJEB798,1262915.PRJEB798.CBDN010000190,1284163
1262915.PRJEB798,1262915.PRJEB798.CBDN010000199,1289339
1262915.PRJEB798,1262915.PRJEB798.CBDN010000198,1300866
1262915.PRJEB798,1262915.PRJEB798.CBDN010000179,1301809
1262915.PRJEB798,1262915.PRJEB798.CBDN010000178,1314145
1262915.PRJEB798,1262915.PRJEB798.CBDN010000171,1323425
1262915.PRJEB798,1262915.PRJEB798.CBDN010000188,1325799
1262915.PRJEB798,1262915.PRJEB798.CBDN010000189,1330766
1262915.PRJEB798,1262915.PRJEB798.CBDN010000184,1331521
1262915.PRJEB798,1262915.PRJEB798.CBDN010000185,1332262
1262915.PRJEB798,1262915.PRJEB798.CBDN010000044,1336875
1262915.PRJEB798,1262915.PRJEB798.CBDN010000173,1345792
1262915.PRJEB798,1262915.PRJEB798.CBDN010000168,1354311
1262915.PRJEB798,1262915.PRJEB798.CBDN010000169,1355242
1262915.PRJEB798,1262915.PRJEB798.CBDN010000163,1356990
1262915.PRJEB798,1262915.PRJEB798.CBDN010000081,1357622
1262915.PRJEB798,1262915.PRJEB798.CBDN010000080,1358217
1262915.PRJEB798,1262915.PRJEB798.CBDN010000083,1359961
1262915.PRJEB798,1262915.PRJEB798.CBDN010000082,1361963
1262915.PRJEB798,1262915.PRJEB798.CBDN010000085,1365827
1262915.PRJEB798,1262915.PRJEB798.CBDN010000084,1428524
1262915.PRJEB798,1262915.PRJEB798.CBDN010000087,1441528
1262915.PRJEB798,1262915.PRJEB798.CBDN010000086,1449172
1262915.PRJEB798,1262915.PRJEB798.CBDN010000089,1459629
1262915.PRJEB798,1262915.PRJEB798.CBDN010000088,1461262
1262915.PRJEB798,1262915.PRJEB798.CBDN010000023,1470349
1262915.PRJEB798,1262915.PRJEB798.CBDN010000022,1472297
1262915.PRJEB798,1262915.PRJEB798.CBDN010000021,1474466
1262915.PRJEB798,1262915.PRJEB798.CBDN010000020,1490930
1262915.PRJEB798,1262915.PRJEB798.CBDN010000027,1494686
1262915.PRJEB798,1262915.PRJEB798.CBDN010000026,1499328
1262915.PRJEB798,1262915.PRJEB798.CBDN010000025,1513627
1262915.PRJEB798,1262915.PRJEB798.CBDN010000024,1515805
1262915.PRJEB798,1262915.PRJEB798.CBDN010000029,1517731
1262915.PRJEB798,1262915.PRJEB798.CBDN010000028,1518412
1262915.PRJEB798,1262915.PRJEB798.CBDN010000146,1519978
1262915.PRJEB798,1262915.PRJEB798.CBDN010000147,1520618
1262915.PRJEB798,1262915.PRJEB798.CBDN010000148,1530641
1262915.PRJEB798,1262915.PRJEB798.CBDN010000149,1531165
1262915.PRJEB798,1262915.PRJEB798.CBDN010000119,1532669
1262915.PRJEB798,1262915.PRJEB798.CBDN010000118,1544508
1262915.PRJEB798,1262915.PRJEB798.CBDN010000113,1547145
1262915.PRJEB798,1262915.PRJEB798.CBDN010000112,1566641
1262915.PRJEB798,1262915.PRJEB798.CBDN010000092,1570059
1262915.PRJEB798,1262915.PRJEB798.CBDN010000093,1577945
1262915.PRJEB798,1262915.PRJEB798.CBDN010000090,1618599
1262915.PRJEB798,1262915.PRJEB798.CBDN010000091,1619542
1262915.PRJEB798,1262915.PRJEB798.CBDN010000096,1627129
1262915.PRJEB798,1262915.PRJEB798.CBDN010000097,1627734
1262915.PRJEB798,1262915.PRJEB798.CBDN010000094,1635080
1262915.PRJEB798,1262915.PRJEB798.CBDN010000095,1663846
1262915.PRJEB798,1262915.PRJEB798.CBDN010000098,1677171
1262915.PRJEB798,1262915.PRJEB798.CBDN010000099,1690169
1262915.PRJEB798,1262915.PRJEB798.CBDN010000203,1690615
1262915.PRJEB798,1262915.PRJEB798.CBDN010000202,1692509
1262915.PRJEB798,1262915.PRJEB798.CBDN010000201,1701654
