ori_id	asm_id	refseq	hit	gn:kegg	ori_pos	fname	genome_len
ORI92510411	GCF_000010605.1	NC_010572.1	REFSEQ	T00691	4324371	GCF_000010605.1_ASM1060v1_genomic.gff.gz	8545929
ORI92310397	GCF_000019765.1	NC_010577.1	REFSEQ	T00692	1357	GCF_000019765.1_ASM1976v1_genomic.gff.gz	2535690
ORI92540150	GCF_000017685.1	NC_010843.1	REFSEQ	T00693	277555	GCF_000017685.1_ASM1768v1_genomic.gff.gz	277655
ORI92310403	GCF_000018345.1	NC_010612.1	REFSEQ	T00694	6636297	GCF_000018345.1_ASM1834v1_genomic.gff.gz	6636827
ORI92320060	GCF_000070465.1	NC_010645.1	REFSEQ	T00695	3716849	GCF_000070465.1_ASM7046v1_genomic.gff.gz	3732255
ORI92310405	GCF_000020165.1	NC_010674.1	REFSEQ	T00696	3799968	GCF_000020165.1_ASM2016v1_genomic.gff.gz	3800327
ORI92320058	GCF_000019385.1	NC_010468.1	REFSEQ	T00697	4703977	GCF_000019385.1_ASM1938v1_genomic.gff.gz	4746218
ORI92310406	GCF_000018925.1	NC_010677.1	REFSEQ	T00698	1893453	GCF_000018925.1_ASM1892v1_genomic.gff.gz	1893886
ORI92310401	GCF_000010145.1	NC_010610.1	REFSEQ	T00699	2098168	GCF_000010145.1_ASM1014v1_genomic.gff.gz	2098685
ORI92330207	GCF_000020185.1	NC_010658.1	REFSEQ	T00700	3904293	GCF_000020185.1_ASM2018v1_genomic.gff.gz	4615997
ORI92510416	GCF_000010285.1	NC_010617.1	REFSEQ	T00701	2697082	GCF_000010285.1_ASM1028v1_genomic.gff.gz	2697540
ORI92510409	GCF_000069785.1	NC_010530.1	REFSEQ	T00702	2500913	GCF_000069785.1_ASM6978v1_genomic.gff.gz	2502411
ORI92530215	GCF_000018725.1	NC_010740.1	REFSEQ	T00703	4046	GCF_000018725.1_ASM1872v1_genomic.gff.gz	1161449
ORI92530210	GCF_000020045.1	NC_010623.1	REFSEQ	T00704	1138105	GCF_000020045.1_ASM2004v1_genomic.gff.gz	2697374
ORI92530217	GCF_000010205.1	NC_010793.1	REFSEQ	T00705	539552	GCF_000010205.1_ASM1020v1_genomic.gff.gz	2008987
ORI92530208	GCF_000019625.1	NC_010483.1	REFSEQ	T00706	821694	GCF_000019625.1_ASM1962v1_genomic.gff.gz	1877693
ORI92510429	GCF_000008945.1	NC_010816.1	REFSEQ	T00707	1667432	GCF_000008945.1_ASM894v1_genomic.gff.gz	2375792
ORI92510427	GCF_000020385.1	NC_010814.1	REFSEQ	T00708	1641	GCF_000020385.1_ASM2038v1_genomic.gff.gz	3917761
ORI92510431	GCF_000020545.1	NC_010831.1	REFSEQ	T00709	2735965	GCF_000020545.1_ASM2054v1_genomic.gff.gz	2736403
ORI92510414	GCF_000018445.1	NC_010611.1	REFSEQ	T00710	6768	GCF_000018445.1_ASM1844v1_genomic.gff.gz	3904116
ORI92520062	GCF_000026185.1	NC_010694.1	REFSEQ	T00711	3883004	GCF_000026185.1_ASM2618v1_genomic.gff.gz	3883467
ORI92540151	GCF_000017605.1	NC_010845.1	REFSEQ	T00712	277866	GCF_000017605.1_ASM1760v1_genomic.gff.gz	277995
ORI92530211	GCF_000020025.1	NC_010628.1	REFSEQ	T00713	54472	GCF_000020025.1_ASM2002v1_genomic.gff.gz	8234322
ORI92530214	GCF_000010505.1	NC_010729.1	REFSEQ	T00714	2176588	GCF_000010505.1_ASM1050v1_genomic.gff.gz	2354886
ORI92510424	GCF_000020325.1	NC_010730.1	REFSEQ	T00715	1509	GCF_000020325.1_ASM2032v1_genomic.gff.gz	1838442
ORI92530222	GCF_000020405.1	NC_010939.1	REFSEQ	T00717	1909969	GCF_000020405.1_ASM2040v1_genomic.gff.gz	2331981
ORI92510432	GCF_000072485.1	NC_010943.1	REFSEQ	T00718	1333	GCF_000072485.1_ASM7248v1_genomic.gff.gz	4851126
ORI92530223	GCF_000073005.1	NC_010981.1	REFSEQ	T00719	920590	GCF_000073005.1_ASM7300v1_genomic.gff.gz	1482455
ORI92540152	GCF_000020265.1	NC_010994.1	REFSEQ	T00720	1	GCF_000020265.1_ASM2026v1_genomic.gff.gz	4513324
ORI92510433	GCF_000019225.1	NC_010995.1	REFSEQ	T00721	4575953	GCF_000019225.1_ASM1922v1_genomic.gff.gz	4576573
ORI92530227	GCF_000020445.1	NC_011004.1	REFSEQ	T00722	316772	GCF_000020445.1_ASM2044v1_genomic.gff.gz	5744041
ORI92510435	GCF_000026485.1	NC_010999.1	REFSEQ	T00723	3078470	GCF_000026485.1_ASM2648v1_genomic.gff.gz	3079196
ORI92510436	GCF_000020065.1	NC_011025.1	REFSEQ	T00724	820215	GCF_000020065.1_ASM2006v1_genomic.gff.gz	820453
ORI97017023	GCF_000020505.1	NC_011027.1	ASM	T00725	2288787	GCF_000020505.1_ASM2050v1_genomic.gff.gz	2289249
ORI92530228	GCF_000020525.1	NC_011026.1	REFSEQ	T00726	1004121	GCF_000020525.1_ASM2052v1_genomic.gff.gz	3293456
ORI92540148	GCF_000019665.1	NC_010794.1	REFSEQ	T00727	2287025	GCF_000019665.1_ASM1966v1_genomic.gff.gz	2287145
ORI92530229	GCF_000020105.1	NC_011035.1	REFSEQ	T00728	1914713	GCF_000020105.1_ASM2010v1_genomic.gff.gz	2232025
ORI92510438	GCF_000026205.1	NC_011047.1	REFSEQ	T00729	251976	GCF_000026205.1_ASM2620v1_genomic.gff.gz	601943
ORI92530221	GCF_000020565.1	NC_010830.1	REFSEQ	T00730	340652	GCF_000020565.1_ASM2056v1_genomic.gff.gz	1884364
ORI92510441	GCF_000020645.1	NC_011060.1	REFSEQ	T00731	3017767	GCF_000020645.1_ASM2064v1_genomic.gff.gz	3018238
ORI92510439	GCF_000020625.1	NC_011059.1	REFSEQ	T00732	2512488	GCF_000020625.1_ASM2062v1_genomic.gff.gz	2512923
ORI92520074	GCF_000020665.1	NC_011071.1	REFSEQ	T00733	2924	GCF_000020665.1_ASM2066v1_genomic.gff.gz	4573969
ORI92510443	GCF_000019825.1	NC_011072.1	REFSEQ	T00734	2078938	GCF_000019825.1_ASM1982v1_genomic.gff.gz	2078953
ORI92510413	GCF_000010005.1	NC_010609.1	REFSEQ	T00735	2038920	GCF_000010005.1_ASM1000v1_genomic.gff.gz	2039414
ORI94030296	GCF_000020225.1	NC_010655.1	REFSEQ	T00736	958547	GCF_000020225.1_ASM2022v1_genomic.gff.gz	2664102
ORI94040256	GCF_000012085.2	NC_008710.1	REFSEQ	T00737	459106	GCF_000012085.2_ASM1208v2_genomic.gff.gz	917330
ORI92520065	GCF_000020705.1	NC_011083.1	REFSEQ	T00738	4093679	GCF_000020705.1_ASM2070v1_genomic.gff.gz	4888768
ORI92520064	GCF_000016045.1	NC_011080.1	REFSEQ	T00739	4050053	GCF_000016045.1_ASM1604v1_genomic.gff.gz	4827641
ORI92530218	GCF_000010545.1	NC_010801.1	REFSEQ	T00740	5038	GCF_000010545.1_ASM1054v1_genomic.gff.gz	919805
ORI92510417	GCF_000020145.1	NC_010644.1	REFSEQ	T00741	1915	GCF_000020145.1_ASM2014v1_genomic.gff.gz	1643562
ORI97016821	GCF_000020245.1	NC_010698.2	ASM	T00742	1528618	GCF_000020245.1_ASM2024v1_genomic.gff.gz	1608548
ORI92520066	GCF_000020745.1	NC_011094.1	REFSEQ	T00743	3959799	GCF_000020745.1_ASM2074v1_genomic.gff.gz	4709075
ORI92520061	GCF_000020085.1	NC_010634.1	REFSEQ	T00744	4661327	GCF_000020085.1_ASM2008v1_genomic.gff.gz	4695619
ORI92540153	GCF_000020785.1	NC_011126.1	REFSEQ	T00745	1559431	GCF_000020785.1_ASM2078v1_genomic.gff.gz	1559514
ORI92510445	GCF_000020765.1	NC_011134.1	REFSEQ	T00746	2024171	GCF_000020765.1_ASM2076v1_genomic.gff.gz	2024171
ORI92540154	GCF_000020805.1	NC_011145.1	REFSEQ	T00748	1413	GCF_000020805.1_ASM2080v1_genomic.gff.gz	5061632
ORI92540156	GCF_000020725.1	NC_011146.1	REFSEQ	T00749	4615044	GCF_000020725.1_ASM2072v1_genomic.gff.gz	4615150
ORI92530230	GCF_000017265.1	NC_011144.1	REFSEQ	T00750	3995748	GCF_000017265.1_ASM1726v1_genomic.gff.gz	3996255
ORI92520068	GCF_000020885.1	NC_011149.1	REFSEQ	T00751	4001455	GCF_000020885.1_ASM2088v1_genomic.gff.gz	4798660
ORI92510410	GCF_000069925.1	NC_010544.1	REFSEQ	T00752	2555	GCF_000069925.1_ASM6992v1_genomic.gff.gz	879959
ORI94010699	GCF_000069965.1	NC_010554.1	REFSEQ	T00753	3445098	GCF_000069965.1_ASM6996v1_genomic.gff.gz	4063606
ORI92530231	GCF_000020845.1	NC_011186.1	REFSEQ	T00754	1418829	GCF_000020845.1_ASM2084v1_genomic.gff.gz	1418848
ORI92520067	GCF_000026565.1	NC_011147.1	REFSEQ	T00756	3854486	GCF_000026565.1_ASM2656v1_genomic.gff.gz	4581797
ORI92520070	GCF_000020925.1	NC_011205.1	REFSEQ	T00757	4112344	GCF_000020925.1_ASM2092v1_genomic.gff.gz	4842908
ORI92510446	GCF_000020825.1	NC_011206.1	REFSEQ	T00758	1611	GCF_000020825.1_ASM2082v1_genomic.gff.gz	2885038
ORI92540146	GCF_000070605.1	NC_010688.1	REFSEQ	T00759	5078761	GCF_000070605.1_ASM7060v1_genomic.gff.gz	5079002
ORI92540147	GCF_000019945.1	NC_010725.1	REFSEQ	T00760	465	GCF_000019945.1_ASM1994v1_genomic.gff.gz	5800441
ORI92510421	GCF_000020005.1	NC_010718.1	REFSEQ	T00761	3165271	GCF_000020005.1_ASM2000v1_genomic.gff.gz	3165557
ORI94030297	GCF_000020205.1	NC_010678.1	REFSEQ	T00762	21866	GCF_000020205.1_ASM2020v1_genomic.gff.gz	1302238
ORI92540144	GCF_000012065.2	NC_010673.1	REFSEQ	T00764	461672	GCF_000012065.2_ASM1206v2_genomic.gff.gz	922307
ORI92530212	GCF_000020125.1	NC_010676.1	REFSEQ	T00765	3391999	GCF_000020125.1_ASM2012v1_genomic.gff.gz	3625999
ORI92510426	GCF_000020465.1	NC_010803.1	REFSEQ	T00766	2762902	GCF_000020465.1_ASM2046v1_genomic.gff.gz	2763181
ORI92510423	GCF_000020285.1	NC_010723.1	REFSEQ	T00767	3659236	GCF_000020285.1_ASM2028v1_genomic.gff.gz	3659644
ORI92540157	GCF_000019685.1	NC_011229.1	REFSEQ	T00768	468030	GCF_000019685.1_ASM1968v1_genomic.gff.gz	931674
ORI92540158	GCF_000019705.1	NC_011244.1	REFSEQ	T00769	476440	GCF_000019705.1_ASM1970v1_genomic.gff.gz	930981
ORI92520071	GCF_000009525.1	NC_011274.1	REFSEQ	T00770	3744471	GCF_000009525.1_ASM952v1_genomic.gff.gz	4658697
ORI92530226	GCF_000009485.1	NC_011002.1	REFSEQ	T00771	875063	GCF_000009485.1_ASM948v1_genomic.gff.gz	875977
ORI92520072	GCF_000019565.1	NC_011283.1	REFSEQ	T00772	5606607	GCF_000019565.1_ASM1956v1_genomic.gff.gz	5641239
ORI92510447	GCF_000020945.1	NC_011295.1	REFSEQ	T00773	59256	GCF_000020945.1_ASM2094v1_genomic.gff.gz	1424912
ORI92530232	GCF_000020965.1	NC_011297.1	REFSEQ	T00774	1531	GCF_000020965.1_ASM2096v1_genomic.gff.gz	1959987
ORI92510448	GCF_000020985.1	NC_011296.1	REFSEQ	T00775	13651	GCF_000020985.1_ASM2098v1_genomic.gff.gz	2003803
ORI92520073	GCF_000009505.1	NC_011294.1	REFSEQ	T00776	3954126	GCF_000009505.1_ASM950v1_genomic.gff.gz	4685848
ORI92720076	GCF_000021125.1	NC_011353.1	REFSEQ	T00778	4822173	GCF_000021125.1_ASM2112v1_genomic.gff.gz	5572075
ORI92740160	GCF_000021345.1	NC_011369.1	REFSEQ	T00779	4085861	GCF_000021345.1_ASM2134v1_genomic.gff.gz	4537948
ORI92710451	GCF_000018125.1	NC_011375.1	REFSEQ	T00780	1815785	GCF_000018125.1_ASM1812v1_genomic.gff.gz	1815785
ORI92740161	GCF_000021265.1	NC_011374.1	REFSEQ	T00781	102547	GCF_000021265.1_ASM2126v1_genomic.gff.gz	874478
ORI92740159	GCF_000196495.1	NC_011313.1	REFSEQ	T00782	1206442	GCF_000196495.1_ASM19649v1_genomic.gff.gz	1206461
ORI92720077	GCF_000021365.1	NC_011386.1	REFSEQ	T00783	357583	GCF_000021365.1_ASM2136v1_genomic.gff.gz	3745629
ORI92720078	GCF_000010385.1	NC_011415.1	REFSEQ	T00784	4179783	GCF_000010385.1_ASM1038v1_genomic.gff.gz	4887515
ORI92740163	GCF_000019865.1	NC_011527.1	REFSEQ	T00787	23055	GCF_000019865.1_ASM1986v1_genomic.gff.gz	2008870
ORI92740164	GCF_000019885.1	NC_011528.1	REFSEQ	T00788	23036	GCF_000019885.1_ASM1988v1_genomic.gff.gz	2063100
ORI92710455	GCF_000019045.1	NC_011567.1	REFSEQ	T00790	2846687	GCF_000019045.1_ASM1904v1_genomic.gff.gz	2846746
ORI92710453	GCF_000014885.1	NC_011566.1	REFSEQ	T00791	15772	GCF_000014885.1_ASM1488v1_genomic.gff.gz	5396476
ORI92730235	GCF_000010645.1	NC_011565.1	REFSEQ	T00792	367643	GCF_000010645.1_ASM1064v1_genomic.gff.gz	1114206
ORI92710457	GCF_000020425.1	NC_011593.1	REFSEQ	T00794	2832473	GCF_000020425.1_ASM2042v1_genomic.gff.gz	2832748
ORI92720079	GCF_000026545.1	NC_011601.1	REFSEQ	T00796	4222253	GCF_000026545.1_ASM2654v1_genomic.gff.gz	4965553
ORI92730236	GCF_000021285.1	NC_011653.1	REFSEQ	T00797	1852837	GCF_000021285.1_ASM2128v1_genomic.gff.gz	2016657
ORI92730234	GCF_000021325.1	NC_011365.1	REFSEQ	T00798	2138345	GCF_000021325.1_ASM2132v1_genomic.gff.gz	3887492
ORI92710460	GCF_000021225.1	NC_011658.1	REFSEQ	T00799	5268873	GCF_000021225.1_ASM2122v1_genomic.gff.gz	5269030
ORI92730237	GCF_000021645.1	NC_011661.1	REFSEQ	T00800	276792	GCF_000021645.1_ASM2164v1_genomic.gff.gz	1855560
ORI92710462	GCF_000021185.1	NC_011660.1	REFSEQ	T00801	2653705	GCF_000021185.1_ASM2118v1_genomic.gff.gz	2976212
ORI92740165	GCF_000021745.1	NC_011666.1	REFSEQ	T00802	2771022	GCF_000021745.1_ASM2174v1_genomic.gff.gz	4305430
ORI92710463	GCF_000021665.1	NC_011663.1	REFSEQ	T00803	5145533	GCF_000021665.1_ASM2166v1_genomic.gff.gz	5145902
ORI92710465	GCF_000021205.1	NC_011725.1	REFSEQ	T00805	5418879	GCF_000021205.1_ASM2120v1_genomic.gff.gz	5419036
ORI92740166	GCF_000021805.1	NC_011726.1	REFSEQ	T00806	1067589	GCF_000021805.1_ASM2180v1_genomic.gff.gz	4679413
ORI92740167	GCF_000021405.1	NC_011728.1	REFSEQ	T00807	454135	GCF_000021405.1_ASM2140v1_genomic.gff.gz	906707
ORI92730239	GCF_000021825.1	NC_011729.1	REFSEQ	T00808	376187	GCF_000021825.1_ASM2182v1_genomic.gff.gz	5942652
ORI92730240	GCF_000021845.1	NC_011757.1	REFSEQ	T00809	8787	GCF_000021845.1_ASM2184v1_genomic.gff.gz	5777908
ORI92740169	GCF_000021485.1	NC_011761.1	REFSEQ	T00810	2982200	GCF_000021485.1_ASM2148v1_genomic.gff.gz	2982397
ORI92720080	GCF_000026225.1	NC_011740.1	REFSEQ	T00811	4146532	GCF_000026225.1_ASM2622v1_genomic.gff.gz	4588711
ORI92740170	GCF_000021905.1	NC_011768.1	REFSEQ	T00813	5161961	GCF_000021905.1_ASM2190v1_genomic.gff.gz	6517073
ORI92710472	GCF_000021785.1	NC_011773.1	REFSEQ	T00814	5302526	GCF_000021785.1_ASM2178v1_genomic.gff.gz	5302683
ORI92710470	GCF_000021305.1	NC_011772.1	REFSEQ	T00815	5387016	GCF_000021305.1_ASM2130v1_genomic.gff.gz	5387334
ORI92710467	GCF_000021385.1	NC_011769.1	REFSEQ	T00816	4039738	GCF_000021385.1_ASM2138v1_genomic.gff.gz	4040304
ORI92710468	GCF_000026645.1	NC_011770.1	REFSEQ	T00818	6601566	GCF_000026645.1_ASM2664v1_genomic.gff.gz	6601757
ORI92710477	GCF_000021425.1	NC_011835.1	REFSEQ	T00819	1933513	GCF_000021425.1_ASM2142v1_genomic.gff.gz	1933695
ORI92740171	GCF_000021085.1	NC_011833.1	REFSEQ	T00820	641883	GCF_000021085.1_ASM2108v1_genomic.gff.gz	642122
ORI92740172	GCF_000021065.1	NC_011834.1	REFSEQ	T00821	641656	GCF_000021065.1_ASM2106v1_genomic.gff.gz	641895
ORI92710474	GCF_000021925.1	NC_011830.1	REFSEQ	T00822	5278872	GCF_000021925.1_ASM2192v1_genomic.gff.gz	5279134
ORI92710475	GCF_000021945.1	NC_011831.1	REFSEQ	T00824	4684690	GCF_000021945.1_ASM2194v1_genomic.gff.gz	4684931
ORI92740173	GCF_000021885.1	NC_011852.1	REFSEQ	T00825	1502779	GCF_000021885.1_ASM2188v1_genomic.gff.gz	2269156
ORI94030301	GCF_000026245.1	NC_011748.1	REFSEQ	T00826	4305927	GCF_000026245.1_ASM2624v1_genomic.gff.gz	5154862
ORI94030300	GCF_000026305.1	NC_011745.1	REFSEQ	T00827	4362439	GCF_000026305.1_ASM2630v1_genomic.gff.gz	5209548
ORI94030298	GCF_000026265.1	NC_011741.1	REFSEQ	T00828	4002052	GCF_000026265.1_ASM2626v1_genomic.gff.gz	4700560
ORI94030302	GCF_000026345.1	NC_011750.1	REFSEQ	T00829	4529104	GCF_000026345.1_ASM2634v1_genomic.gff.gz	5132068
ORI94030299	GCF_000026285.1	NC_011742.1	REFSEQ	T00830	4134007	GCF_000026285.1_ASM2628v2_genomic.gff.gz	5032268
ORI94030303	GCF_000026325.1	NC_011751.1	REFSEQ	T00831	4412501	GCF_000026325.1_ASM2632v1_genomic.gff.gz	5202090
ORI92710479	GCF_000010265.1	NC_011837.1	REFSEQ	T00832	3895509	GCF_000010265.1_ASM1026v1_genomic.gff.gz	3896121
ORI92740175	GCF_000022145.1	NC_011891.1	REFSEQ	T00833	1625	GCF_000022145.1_ASM2214v1_genomic.gff.gz	5029329
ORI92710482	GCF_000022025.1	NC_011886.1	REFSEQ	T00834	4395065	GCF_000022025.1_ASM2202v1_genomic.gff.gz	4395537
ORI92710485	GCF_000022065.1	NC_011898.1	REFSEQ	T00835	4068223	GCF_000022065.1_ASM2206v1_genomic.gff.gz	4068724
ORI92710480	GCF_000022045.1	NC_011884.1	REFSEQ	T00836	1431	GCF_000022045.1_ASM2204v1_genomic.gff.gz	5374574
ORI92740174	GCF_000022125.1	NC_011883.1	REFSEQ	T00837	2221	GCF_000022125.1_ASM2212v1_genomic.gff.gz	2873437
ORI92710487	GCF_000020485.1	NC_011899.1	REFSEQ	T00838	2578037	GCF_000020485.1_ASM2048v1_genomic.gff.gz	2578146
ORI92740176	GCF_000022085.1	NC_011894.1	REFSEQ	T00839	1349719	GCF_000022085.1_ASM2208v1_genomic.gff.gz	7772460
ORI92740178	GCF_000021985.1	NC_011901.1	REFSEQ	T00840	3464498	GCF_000021985.1_ASM2198v1_genomic.gff.gz	3464554
ORI92740179	GCF_000022005.1	NC_011916.1	REFSEQ	T00841	4034858	GCF_000022005.1_ASM2200v1_genomic.gff.gz	4042929
ORI92710483	GCF_000026685.1	NC_011896.1	REFSEQ	T00842	1567	GCF_000026685.1_ASM2668v1_genomic.gff.gz	3268071
ORI92710489	GCF_000026665.1	NC_011900.1	REFSEQ	T00843	2221289	GCF_000026665.1_ASM2666v1_genomic.gff.gz	2221315
ORI92730241	GCF_000021005.1	NC_011958.1	REFSEQ	T00844	1057991	GCF_000021005.1_ASM2100v1_genomic.gff.gz	1297647
ORI92730242	GCF_000021685.1	NC_011959.1	REFSEQ	T00845	1777527	GCF_000021685.1_ASM2168v1_genomic.gff.gz	2003006
ORI92740181	GCF_000022265.1	NC_011979.1	REFSEQ	T00846	4304267	GCF_000022265.1_ASM2226v1_genomic.gff.gz	4304501
ORI92730243	GCF_000018945.1	NC_011978.1	REFSEQ	T00847	539224	GCF_000018945.1_ASM1894v1_genomic.gff.gz	1884562
ORI92710493	GCF_000010585.1	NC_011999.1	REFSEQ	T00848	2101963	GCF_000010585.1_ASM1058v1_genomic.gff.gz	2102324
ORI92710495	GCF_000009545.1	NC_012004.1	REFSEQ	T00849	1852119	GCF_000009545.1_ASM954v1_genomic.gff.gz	1852352
ORI92740182	GCF_000016265.1	NC_011983.1	REFSEQ	T00850	2342	GCF_000016265.1_ASM1626v1_genomic.gff.gz	2650913
ORI92730245	GCF_000016285.1	NC_011988.1	REFSEQ	T00851	2629	GCF_000016285.1_ASM1628v1_genomic.gff.gz	1283187
ORI92710491	GCF_000013065.1	NC_011969.1	REFSEQ	T00852	5214038	GCF_000013065.1_ASM1306v1_genomic.gff.gz	5214195
ORI92720082	GCF_000022305.1	NC_011992.1	REFSEQ	T00853	26604	GCF_000022305.1_ASM2230v1_genomic.gff.gz	3796573
ORI96000365	GCF_000284495.1	NC_011993.1	REFSEQ	T00854	3971662	GCF_000284495.1_ASM28449v1_genomic.gff.gz	4773108
ORI92730247	GCF_000020305.1	NC_012026.1	REFSEQ	T00855	1152391	GCF_000020305.1_ASM2030v1_genomic.gff.gz	1202435
ORI92710497	GCF_000022325.1	NC_012034.1	REFSEQ	T00857	2919315	GCF_000022325.1_ASM2232v1_genomic.gff.gz	2919718
ORI92740183	GCF_000019205.1	NC_012039.1	REFSEQ	T00858	1525338	GCF_000019205.1_ASM1920v1_genomic.gff.gz	1525460
ORI92710496	GCF_000022185.1	NC_012032.1	REFSEQ	T00859	5268373	GCF_000022185.1_ASM2218v1_genomic.gff.gz	5268950
ORI92740184	GCF_000021725.1	NC_012115.1	REFSEQ	T00860	1676387	GCF_000021725.1_ASM2172v1_genomic.gff.gz	1676444
ORI92730248	GCF_000020365.1	NC_012108.1	REFSEQ	T00861	5588316	GCF_000020365.1_ASM2036v1_genomic.gff.gz	5589073
ORI92720083	GCF_000018385.1	NC_012125.1	REFSEQ	T00862	4015587	GCF_000018385.1_ASM1838v1_genomic.gff.gz	4833080
ORI92710499	GCF_000009405.1	NC_012121.1	REFSEQ	T00863	2565870	GCF_000009405.1_ASM940v1_genomic.gff.gz	2566424
ORI92710501	GCF_000010685.1	NC_012207.1	REFSEQ	T00864	4371109	GCF_000010685.1_ASM1068v1_genomic.gff.gz	4371711
ORI92730249	GCF_000022105.1	NC_012225.1	REFSEQ	T00865	2057021	GCF_000022105.1_ASM2210v1_genomic.gff.gz	3000694
ORI94030304	GCF_000022285.1	NC_012416.1	REFSEQ	T00866	1055975	GCF_000022285.1_ASM2228v1_genomic.gff.gz	1445873
ORI92740188	GCF_000022625.1	NC_012442.1	REFSEQ	T00867	1185305	GCF_000022625.1_ASM2262v1_genomic.gff.gz	1185518
ORI92740189	GCF_000022565.1	NC_012483.1	REFSEQ	T00868	2479850	GCF_000022565.1_ASM2256v1_genomic.gff.gz	4127356
ORI92710515	GCF_000022505.1	NC_012472.1	REFSEQ	T00869	5269355	GCF_000022505.1_ASM2250v1_genomic.gff.gz	5269628
ORI92730250	GCF_000021565.1	NC_012440.1	REFSEQ	T00870	6518	GCF_000021565.1_ASM2156v1_genomic.gff.gz	1930284
ORI92710511	GCF_000026605.1	NC_012470.1	REFSEQ	T00871	2149635	GCF_000026605.1_ASM2660v1_genomic.gff.gz	2149868
ORI92710507	GCF_000018965.1	NC_012468.1	REFSEQ	T00872	2184667	GCF_000018965.1_ASM1896v1_genomic.gff.gz	2184682
ORI92710503	GCF_000018985.1	NC_012466.1	REFSEQ	T00873	2120219	GCF_000018985.1_ASM1898v1_genomic.gff.gz	2120234
ORI92710505	GCF_000019005.1	NC_012467.1	REFSEQ	T00874	2111867	GCF_000019005.1_ASM1900v1_genomic.gff.gz	2111882
ORI92710509	GCF_000019025.1	NC_012469.1	REFSEQ	T00875	2112133	GCF_000019025.1_ASM1902v1_genomic.gff.gz	2112148
ORI92740185	GCF_000021545.1	NC_012438.1	REFSEQ	T00876	1640874	GCF_000021545.1_ASM2154v1_genomic.gff.gz	1640877
ORI97017025	GCF_000010305.1	NC_012489.1	ASM	T00878	4636759	GCF_000010305.1_ASM1030v1_genomic.gff.gz	4636964
ORI92710518	GCF_000010165.1	NC_012491.1	REFSEQ	T00879	6296318	GCF_000010165.1_ASM1016v1_genomic.gff.gz	6296436
ORI92710519	GCF_000020685.1	NC_012526.1	REFSEQ	T00880	1422	GCF_000020685.1_ASM2068v1_genomic.gff.gz	2819842
ORI94010700	GCF_000010805.1	NC_012522.1	REFSEQ	T00882	3775365	GCF_000010805.1_ASM1080v1_genomic.gff.gz	7913450
ORI92710522	GCF_000022765.1	NC_012563.1	REFSEQ	T00883	4154881	GCF_000022765.1_ASM2276v1_genomic.gff.gz	4155278
ORI92720084	GCF_000021025.1	NC_012559.1	REFSEQ	T00884	12671	GCF_000021025.1_ASM2102v1_genomic.gff.gz	3169329
ORI92710520	GCF_000021045.1	NC_012560.1	REFSEQ	T00885	5365065	GCF_000021045.1_ASM2104v1_genomic.gff.gz	5365318
ORI92710524	GCF_000021445.1	NC_012581.1	REFSEQ	T00886	5229832	GCF_000021445.1_ASM2144v1_genomic.gff.gz	5230115
ORI92710526	GCF_000022905.1	NC_012590.1	REFSEQ	T00887	2789391	GCF_000022905.1_ASM2290v1_genomic.gff.gz	2790189
ORI92730253	GCF_000018545.1	NC_012587.1	REFSEQ	T00888	3538745	GCF_000018545.1_ASM1854v1_genomic.gff.gz	3925702
ORI92730252	GCF_000021605.1	NC_012580.1	REFSEQ	T00891	247	GCF_000021605.1_ASM2160v1_genomic.gff.gz	1046382
ORI93010535	GCF_000022865.1	NC_012659.1	REFSEQ	T00892	5227162	GCF_000022865.1_ASM2286v1_genomic.gff.gz	5227419
ORI93010539	GCF_000023105.1	NC_012669.1	REFSEQ	T00893	4668956	GCF_000023105.1_ASM2310v1_genomic.gff.gz	4669183
ORI94030306	GCF_000182585.2	NC_012695.1	REFSEQ	T00894	4014224	GCF_000182585.2_ASM18258v2_genomic.gff.gz	4098576
ORI93010533	GCF_000020345.1	NC_012658.1	REFSEQ	T00895	3977405	GCF_000020345.1_ASM2034v1_genomic.gff.gz	3977794
ORI93010543	GCF_000023145.1	NC_012704.1	REFSEQ	T00896	2445828	GCF_000023145.1_ASM2314v1_genomic.gff.gz	2446804
ORI93010541	GCF_000023045.1	NC_012673.1	REFSEQ	T00897	1700491	GCF_000023045.1_ASM2304v1_genomic.gff.gz	2999895
ORI93010531	GCF_000026705.1	NC_012488.1	REFSEQ	T00898	2912504	GCF_000026705.1_ASM2670v1_genomic.gff.gz	2912690
ORI93010536	GCF_000009225.2	NC_012660.1	REFSEQ	T00899	6721956	GCF_000009225.2_ASM922v1_genomic.gff.gz	6722539
ORI94040257	GCF_000022585.1	NC_012667.1	REFSEQ	T00903	272387	GCF_000022585.1_ASM2258v1_genomic.gff.gz	1086784
ORI93020087	GCF_000023065.1	NC_012691.1	REFSEQ	T00904	3442853	GCF_000023065.1_ASM2306v1_genomic.gff.gz	3471292
ORI93030256	GCF_000021525.1	NC_012730.1	REFSEQ	T00907	1288098	GCF_000021525.1_ASM2152v1_genomic.gff.gz	1288492
ORI93010545	GCF_000146185.1	NC_012778.1	REFSEQ	T00908	2143678	GCF_000146185.1_ASM14618v1_genomic.gff.gz	2144190
ORI93010546	GCF_000020605.1	NC_012781.1	REFSEQ	T00909	3449249	GCF_000020605.1_ASM2060v1_genomic.gff.gz	3449685
